"","scrubbed_family","scrubbed_genus","scrubbed_species_binomial","trait_name","trait_value","unit","method","latitude","longitude","elevation_m","url_source","project_pi","region","country","state_province","locality_description","access","id"
"1693","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.048433048","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica","Cartago","Centro AgronÃ³mico Tropical de InvestigaciÃ³n y EnseÃ±anza","public",3459713
"1694","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.043817527","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica","Cartago","Centro AgronÃ³mico Tropical de InvestigaciÃ³n y EnseÃ±anza","public",3459714
"1695","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.037911464","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica","Cartago","Centro AgronÃ³mico Tropical de InvestigaciÃ³n y EnseÃ±anza","public",3459715
"1696","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.025395257","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica","Cartago","Centro AgronÃ³mico Tropical de InvestigaciÃ³n y EnseÃ±anza","public",3459716
"1697","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.054619565","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica","Cartago","Centro AgronÃ³mico Tropical de InvestigaciÃ³n y EnseÃ±anza","public",3459719
"1698","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.042857143","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica","Cartago","Centro AgronÃ³mico Tropical de InvestigaciÃ³n y EnseÃ±anza","public",3459720
"1699","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.050381679","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica","Cartago","Centro AgronÃ³mico Tropical de InvestigaciÃ³n y EnseÃ±anza","public",3459721
"1700","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.055349345","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica","Cartago","Centro AgronÃ³mico Tropical de InvestigaciÃ³n y EnseÃ±anza","public",3459722
"1701","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.054518072","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica","Cartago","Centro AgronÃ³mico Tropical de InvestigaciÃ³n y EnseÃ±anza","public",3459724
"1702","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.03538961","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica","Cartago","Centro AgronÃ³mico Tropical de InvestigaciÃ³n y EnseÃ±anza","public",3459725
"1703","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.066168009","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica","Cartago","Centro AgronÃ³mico Tropical de InvestigaciÃ³n y EnseÃ±anza","public",3459726
"1704","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.045720251","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica","Cartago","Centro AgronÃ³mico Tropical de InvestigaciÃ³n y EnseÃ±anza","public",3459727
"1705","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.038","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica","Cartago","Centro AgronÃ³mico Tropical de InvestigaciÃ³n y EnseÃ±anza","public",3459729
"1706","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.032698768","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica","Cartago","Centro AgronÃ³mico Tropical de InvestigaciÃ³n y EnseÃ±anza","public",3459730
"1707","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.036381514","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica","Cartago","Centro AgronÃ³mico Tropical de InvestigaciÃ³n y EnseÃ±anza","public",3459731
"1708","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.016083254","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica","Cartago","Centro AgronÃ³mico Tropical de InvestigaciÃ³n y EnseÃ±anza","public",3459732
"1709","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.029111111","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica","Cartago","Centro AgronÃ³mico Tropical de InvestigaciÃ³n y EnseÃ±anza","public",3459734
"1710","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.023666093","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica","Cartago","Centro AgronÃ³mico Tropical de InvestigaciÃ³n y EnseÃ±anza","public",3459735
"1711","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.03464351","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica","Cartago","Centro AgronÃ³mico Tropical de InvestigaciÃ³n y EnseÃ±anza","public",3459736
"1712","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.069026549","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica","Cartago","Centro AgronÃ³mico Tropical de InvestigaciÃ³n y EnseÃ±anza","public",3459737
"1713","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.054497354","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica","Cartago","Centro AgronÃ³mico Tropical de InvestigaciÃ³n y EnseÃ±anza","public",3459740
"1714","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.04790487","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica","Cartago","Centro AgronÃ³mico Tropical de InvestigaciÃ³n y EnseÃ±anza","public",3459741
"1715","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.038977273","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica","Cartago","Centro AgronÃ³mico Tropical de InvestigaciÃ³n y EnseÃ±anza","public",3459742
"1716","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.057108722","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica","Cartago","Centro AgronÃ³mico Tropical de InvestigaciÃ³n y EnseÃ±anza","public",3459743
"1717","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.031861575","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica","Cartago","Centro AgronÃ³mico Tropical de InvestigaciÃ³n y EnseÃ±anza","public",3459746
"1718","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.051376147","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica","Cartago","Centro AgronÃ³mico Tropical de InvestigaciÃ³n y EnseÃ±anza","public",3459747
"1719","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.042068966","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica","Cartago","Centro AgronÃ³mico Tropical de InvestigaciÃ³n y EnseÃ±anza","public",3459748
"1720","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.045321637","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica","Cartago","Centro AgronÃ³mico Tropical de InvestigaciÃ³n y EnseÃ±anza","public",3459749
"1721","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.052787663","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica","Cartago","Centro AgronÃ³mico Tropical de InvestigaciÃ³n y EnseÃ±anza","public",3459752
"1722","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.05548926","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica","Cartago","Centro AgronÃ³mico Tropical de InvestigaciÃ³n y EnseÃ±anza","public",3459753
"1723","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.043850806","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica","Cartago","Centro AgronÃ³mico Tropical de InvestigaciÃ³n y EnseÃ±anza","public",3459754
"1724","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.02485257","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459755
"1725","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.049776186","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459757
"1726","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.062192623","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459758
"1727","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.02920354","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459760
"1728","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.01728024","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459761
"1729","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.036473639","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459762
"1730","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.030126183","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459763
"1731","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.037588652","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459764
"1732","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.052699531","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459765
"1733","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.023534636","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459766
"1734","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.067221135","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459767
"1735","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.046085409","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459768
"1736","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.04368932","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459769
"1737","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.052234359","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459770
"1738","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.033451642","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459771
"1739","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.064623116","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459772
"1740","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.053793774","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459773
"1741","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.060347985","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459774
"1742","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.0456942","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459775
"1743","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.071474704","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459776
"1744","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.044532131","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459777
"1745","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.04874739","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459778
"1746","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.067613039","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459779
"1747","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.050688705","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459780
"1748","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.050510605","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459781
"1749","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.063209393","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459782
"1750","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.059533898","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459783
"1751","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.049591837","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459784
"1752","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.038152985","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459785
"1753","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.047256098","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459786
"1754","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.06082578","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459787
"1755","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.051897436","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459788
"1756","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.052296451","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459789
"1757","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.031939163","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459790
"1758","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.029749632","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459791
"1759","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.03399654","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459792
"1760","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.046489726","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459793
"1761","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.052597403","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459794
"1762","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.04607438","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459795
"1763","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.029510961","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459796
"1764","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.092299349","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459797
"1765","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.046673597","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459798
"1766","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.043459459","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459799
"1767","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.060305344","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459800
"1768","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.055804481","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459801
"1769","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.049128205","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459802
"1770","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.030431433","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459803
"1771","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.031150608","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459804
"1772","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.032485157","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459805
"1773","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.039236861","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459806
"1774","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.020049505","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459807
"1775","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.037829912","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459808
"1776","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.06349345","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459809
